520.20001 0.00028 0.00055 0.00083
520.27502 0.00029 0.00055 0.00084
520.35004 0.00029 0.00056 0.00086
520.42505 0.00030 0.00057 0.00087
520.50006 0.00030 0.00058 0.00088
520.57507 0.00031 0.00059 0.00089
520.65009 0.00031 0.00059 0.00090
520.72510 0.00032 0.00060 0.00092
520.80005 0.00032 0.00061 0.00093
520.87512 0.00032 0.00062 0.00094
520.95007 0.00033 0.00063 0.00096
521.02509 0.00033 0.00064 0.00097
521.10010 0.00034 0.00065 0.00099
521.17511 0.00034 0.00065 0.00100
521.25012 0.00035 0.00066 0.00101
521.32513 0.00036 0.00067 0.00103
521.40015 0.00036 0.00068 0.00105
521.47516 0.00037 0.00069 0.00106
521.55017 0.00037 0.00070 0.00108
521.62518 0.00038 0.00072 0.00109
521.70020 0.00039 0.00073 0.00111
521.77521 0.00039 0.00074 0.00113
521.85022 0.00040 0.00075 0.00115
521.92523 0.00041 0.00076 0.00117
522.00024 0.00041 0.00077 0.00119
522.07526 0.00042 0.00079 0.00120
522.15027 0.00043 0.00080 0.00122
522.22528 0.00043 0.00081 0.00124
522.30029 0.00044 0.00082 0.00127
522.37531 0.00045 0.00084 0.00129
522.45032 0.00046 0.00085 0.00131
522.52533 0.00047 0.00087 0.00133
522.60034 0.00047 0.00088 0.00136
522.67535 0.00048 0.00090 0.00138
522.75037 0.00049 0.00091 0.00140
522.82538 0.00050 0.00093 0.00143
522.90039 0.00051 0.00094 0.00145
522.97540 0.00052 0.00096 0.00148
523.05042 0.00053 0.00098 0.00151
523.12543 0.00054 0.00100 0.00154
523.20044 0.00055 0.00101 0.00157
523.27545 0.00056 0.00103 0.00160
523.35046 0.00057 0.00105 0.00163
523.42548 0.00059 0.00107 0.00166
523.50049 0.00060 0.00109 0.00169
523.57550 0.00061 0.00111 0.00172
523.65051 0.00062 0.00114 0.00176
523.72552 0.00064 0.00116 0.00180
523.80054 0.00065 0.00118 0.00183
523.87555 0.00066 0.00121 0.00187
523.95056 0.00068 0.00123 0.00191
524.02557 0.00069 0.00126 0.00195
524.10059 0.00071 0.00128 0.00199
524.17560 0.00073 0.00131 0.00204
524.25061 0.00074 0.00134 0.00208
524.32562 0.00076 0.00137 0.00213
524.40063 0.00078 0.00140 0.00218
524.47565 0.00080 0.00143 0.00223
524.55066 0.00082 0.00146 0.00228
524.62567 0.00084 0.00150 0.00233
524.70068 0.00086 0.00153 0.00239
524.77570 0.00088 0.00157 0.00244
524.85071 0.00090 0.00160 0.00250
524.92572 0.00092 0.00164 0.00257
525.00073 0.00095 0.00168 0.00263
525.07574 0.00097 0.00173 0.00270
525.15076 0.00100 0.00177 0.00277
