435.00000 0.00057 0.00010 0.00017 0.00006 0.00000
435.10000 0.00057 0.00010 0.00018 0.00006 0.00003
435.20000 0.00058 0.00010 0.00018 0.00006 0.00006
435.30000 0.00058 0.00010 0.00018 0.00006 0.00010
435.40000 0.00058 0.00010 0.00018 0.00006 0.00013
435.50000 0.00059 0.00010 0.00018 0.00006 0.00016
435.60000 0.00059 0.00010 0.00018 0.00006 0.00020
435.70000 0.00059 0.00010 0.00018 0.00006 0.00023
435.80000 0.00060 0.00010 0.00019 0.00006 0.00027
435.90000 0.00060 0.00010 0.00019 0.00006 0.00030
436.00000 0.00061 0.00010 0.00019 0.00006 0.00034
436.10000 0.00061 0.00010 0.00019 0.00006 0.00037
436.20000 0.00061 0.00010 0.00019 0.00006 0.00041
436.30000 0.00062 0.00010 0.00019 0.00006 0.00044
436.40000 0.00062 0.00010 0.00020 0.00006 0.00048
436.50000 0.00063 0.00010 0.00020 0.00006 0.00052
436.60000 0.00063 0.00010 0.00020 0.00006 0.00056
436.70000 0.00063 0.00010 0.00020 0.00006 0.00059
436.80000 0.00064 0.00010 0.00020 0.00006 0.00063
436.90000 0.00064 0.00010 0.00021 0.00006 0.00067
437.00000 0.00065 0.00011 0.00021 0.00006 0.00071
437.10000 0.00065 0.00011 0.00021 0.00007 0.00075
437.20000 0.00066 0.00011 0.00021 0.00007 0.00079
437.30000 0.00066 0.00011 0.00021 0.00007 0.00083
437.40000 0.00067 0.00011 0.00022 0.00007 0.00087
437.50000 0.00067 0.00011 0.00022 0.00007 0.00091
437.60000 0.00067 0.00011 0.00022 0.00007 0.00095
437.70000 0.00068 0.00011 0.00022 0.00007 0.00100
437.80000 0.00068 0.00011 0.00022 0.00007 0.00104
437.90000 0.00069 0.00011 0.00023 0.00007 0.00108
438.00000 0.00069 0.00011 0.00023 0.00007 0.00113
438.10000 0.00070 0.00011 0.00023 0.00007 0.00117
438.20000 0.00070 0.00011 0.00023 0.00007 0.00122
438.30000 0.00071 0.00011 0.00023 0.00007 0.00126
438.40000 0.00071 0.00011 0.00024 0.00007 0.00131
438.50000 0.00072 0.00011 0.00024 0.00007 0.00135
438.60000 0.00072 0.00011 0.00024 0.00007 0.00140
438.70000 0.00073 0.00011 0.00024 0.00007 0.00145
438.80000 0.00073 0.00011 0.00025 0.00007 0.00150
438.90000 0.00074 0.00011 0.00025 0.00007 0.00155
439.00000 0.00075 0.00011 0.00025 0.00008 0.00160
439.10000 0.00075 0.00011 0.00025 0.00008 0.00165
